377,data/sample/2010218519/1909/01/30/ed-1/seq-16/ocr.txt
1490,data/sample/2010218519/1909/02/06/ed-1/seq-5/ocr.txt
377,data/sample/2010218519/1909/02/13/ed-1/seq-18/ocr.txt
1841,data/sample/2010218519/1909/02/20/ed-1/seq-10/ocr.txt
817,data/sample/2010218519/1909/03/20/ed-1/seq-10/ocr.txt
1305,data/sample/2010218519/1909/04/03/ed-1/seq-3/ocr.txt
1793,data/sample/2010218519/1909/05/17/ed-1/seq-13/ocr.txt
969,data/sample/2010218519/1909/06/12/ed-1/seq-14/ocr.txt
1165,data/sample/2010218519/1909/06/12/ed-1/seq-4/ocr.txt
1269,data/sample/2010218519/1909/07/17/ed-1/seq-15/ocr.txt
1129,data/sample/2010218519/1909/08/14/ed-1/seq-10/ocr.txt
1754,data/sample/2010218519/1909/08/21/ed-1/seq-14/ocr.txt
1321,data/sample/2010218519/1909/09/04/ed-1/seq-11/ocr.txt
839,data/sample/2010218519/1909/09/11/ed-1/seq-13/ocr.txt
746,data/sample/2010218519/1909/10/23/ed-1/seq-6/ocr.txt
745,data/sample/2010218519/1909/10/30/ed-1/seq-10/ocr.txt
3358,data/sample/2010218519/1909/11/13/ed-1/seq-17/ocr.txt
1396,data/sample/2010218519/1909/12/11/ed-1/seq-27/ocr.txt
45,data/sample/2010218519/1909/12/11/ed-1/seq-30/ocr.txt
220,data/sample/2010218519/1909/12/11/ed-1/seq-78/ocr.txt
1666,data/sample/2010218519/1914/01/03/ed-1/seq-15/ocr.txt
349,data/sample/2010218519/1914/01/10/ed-1/seq-16/ocr.txt
2191,data/sample/2010218519/1914/01/24/ed-1/seq-15/ocr.txt
1397,data/sample/2010218519/1914/01/31/ed-1/seq-10/ocr.txt
1780,data/sample/2010218519/1914/02/14/ed-1/seq-3/ocr.txt
1837,data/sample/2010218519/1914/03/14/ed-1/seq-3/ocr.txt
1006,data/sample/2010218519/1914/03/21/ed-1/seq-5/ocr.txt
1798,data/sample/2010218519/1914/03/28/ed-1/seq-1/ocr.txt
2314,data/sample/2010218519/1914/04/04/ed-1/seq-20/ocr.txt
1109,data/sample/2010218519/1914/04/04/ed-1/seq-7/ocr.txt
1650,data/sample/2010218519/1914/05/23/ed-1/seq-1/ocr.txt
1030,data/sample/2010218519/1914/05/23/ed-1/seq-8/ocr.txt
443,data/sample/2010218519/1914/06/20/ed-1/seq-16/ocr.txt
792,data/sample/2010218519/1914/06/27/ed-1/seq-9/ocr.txt
